exp_id,household_id,food_expense,education_expense,health_expense,transport_expense
EXP025781,HH025781,4804,6425,4938,5083
EXP025782,HH025782,13479,6607,3892,2613
EXP025783,HH025783,10587,970,1539,5173
EXP025784,HH025784,11391,6847,558,5150
EXP025785,HH025785,9531,672,1963,1007
EXP025786,HH025786,4932,2480,1700,4538
EXP025787,HH025787,8628,3627,2862,5786
EXP025788,HH025788,7727,3070,3417,669
EXP025789,HH025789,8064,7250,822,6128
EXP025790,HH025790,3383,7674,2849,6860
EXP025791,HH025791,12727,4587,4055,3831
EXP025792,HH025792,13319,2406,3513,1211
EXP025793,HH025793,6355,6711,399,5138
EXP025794,HH025794,10771,255,3063,5246
EXP025795,HH025795,5481,1020,2595,2747
EXP025796,HH025796,3968,4927,1002,1652
EXP025797,HH025797,9175,1911,3517,5537
EXP025798,HH025798,5331,6869,1912,3989
EXP025799,HH025799,9664,149,2787,5493
EXP025800,HH025800,7236,5566,524,762
EXP025801,HH025801,10245,138,1352,6948
EXP025802,HH025802,13190,427,2406,5178
EXP025803,HH025803,13234,6059,1541,4250
EXP025804,HH025804,6509,6775,450,5670
EXP025805,HH025805,8150,2949,2934,5707
EXP025806,HH025806,10710,7526,1776,6317
EXP025807,HH025807,7002,6524,1346,5230
EXP025808,HH025808,11992,5635,3083,1191
EXP025809,HH025809,14232,137,2355,3652
EXP025810,HH025810,2079,4793,3618,6148
EXP025811,HH025811,5115,5740,1261,6497
EXP025812,HH025812,10698,5297,3849,1964
EXP025813,HH025813,3614,282,2077,2537
EXP025814,HH025814,4285,6875,3615,1955
EXP025815,HH025815,13638,1310,387,5322
EXP025816,HH025816,4706,7030,24,5042
EXP025817,HH025817,14331,1451,904,5618
EXP025818,HH025818,5242,2817,4134,2937
EXP025819,HH025819,4332,5660,1981,4991
EXP025820,HH025820,2683,634,902,3945
EXP025821,HH025821,4959,6314,1992,6039
EXP025822,HH025822,13317,5779,3836,3061
EXP025823,HH025823,12727,5310,1724,3110
EXP025824,HH025824,10457,3014,895,5564
EXP025825,HH025825,11318,6918,2684,6765
EXP025826,HH025826,11934,425,4391,2683
EXP025827,HH025827,8425,2709,837,2205
EXP025828,HH025828,9585,5053,4733,5966
EXP025829,HH025829,13082,6069,4474,6685
EXP025830,HH025830,11536,1528,3736,5244
EXP025831,HH025831,14802,4986,1052,5350
EXP025832,HH025832,4532,7723,2858,5512
EXP025833,HH025833,6199,665,736,4105
EXP025834,HH025834,9280,748,4077,6903
EXP025835,HH025835,2299,129,1021,2822
EXP025836,HH025836,3064,4295,1592,1160
EXP025837,HH025837,11297,7823,2700,804
EXP025838,HH025838,4610,6746,2924,2456
EXP025839,HH025839,10032,5282,4262,5859
EXP025840,HH025840,13093,180,3298,891
EXP025841,HH025841,6990,7183,3410,2193
EXP025842,HH025842,8689,6062,355,5159
EXP025843,HH025843,12131,2239,1397,6105
EXP025844,HH025844,8510,4670,1025,3437
EXP025845,HH025845,5257,1797,2511,1353
EXP025846,HH025846,4876,5459,112,3626
EXP025847,HH025847,4088,5067,1162,6872
EXP025848,HH025848,3174,2866,3253,5890
EXP025849,HH025849,5028,5325,4936,1020
EXP025850,HH025850,4711,4425,775,5893
EXP025851,HH025851,10399,6685,4978,5054
EXP025852,HH025852,12296,5038,4390,2860
EXP025853,HH025853,13555,6717,2868,4826
EXP025854,HH025854,12171,877,1094,4660
EXP025855,HH025855,10169,4288,1628,2187
EXP025856,HH025856,14298,3774,2899,2281
EXP025857,HH025857,13516,7033,3946,2992
EXP025858,HH025858,6639,7726,3096,1124
EXP025859,HH025859,3742,4359,942,3656
EXP025860,HH025860,8840,6756,2579,3414
EXP025861,HH025861,8172,1457,4896,6848
EXP025862,HH025862,7944,6909,3257,6543
EXP025863,HH025863,13432,4096,3277,3766
EXP025864,HH025864,12858,3277,543,1011
EXP025865,HH025865,12279,7057,4725,3196
EXP025866,HH025866,6489,1885,2853,1689
EXP025867,HH025867,8787,323,4770,1699
EXP025868,HH025868,13343,2272,3873,2399
EXP025869,HH025869,7141,6310,2574,549
EXP025870,HH025870,2510,7855,2540,4763
EXP025871,HH025871,9275,273,4977,2301
EXP025872,HH025872,7737,5799,320,2720
EXP025873,HH025873,9768,3786,503,2051
EXP025874,HH025874,10023,6692,4649,3714
EXP025875,HH025875,7752,6892,4762,4541
EXP025876,HH025876,14738,5212,1478,2858
EXP025877,HH025877,5075,381,766,1572
EXP025878,HH025878,13940,5554,1943,5409
EXP025879,HH025879,3680,775,4451,1255
EXP025880,HH025880,9207,5984,503,1857
EXP025881,HH025881,14790,4110,3419,3860
EXP025882,HH025882,3302,184,883,6134
EXP025883,HH025883,2982,5185,4878,4177
EXP025884,HH025884,11032,2531,817,2799
EXP025885,HH025885,4914,271,2550,1453
EXP025886,HH025886,3621,3935,3422,5706
EXP025887,HH025887,12145,2707,473,3739
EXP025888,HH025888,7495,5515,410,2942
EXP025889,HH025889,13382,7500,411,5424
EXP025890,HH025890,13460,1873,1811,5082
EXP025891,HH025891,13085,5662,882,1798
EXP025892,HH025892,6738,2405,475,5305
EXP025893,HH025893,2431,1106,2954,1492
EXP025894,HH025894,6662,3996,3407,4985
EXP025895,HH025895,6059,7479,1528,6139
EXP025896,HH025896,14302,6165,653,3944
EXP025897,HH025897,8343,7757,4681,3762
EXP025898,HH025898,7665,2609,2364,5955
EXP025899,HH025899,2013,845,3840,5832
EXP025900,HH025900,6069,2374,4169,2422
EXP025901,HH025901,12908,419,2665,6493
EXP025902,HH025902,14771,77,216,1696
EXP025903,HH025903,8129,3833,1029,2833
EXP025904,HH025904,3737,1136,1114,2761
EXP025905,HH025905,11357,3004,1383,664
EXP025906,HH025906,4222,6324,1430,1804
EXP025907,HH025907,9852,2151,3363,2593
EXP025908,HH025908,13958,3524,4888,6010
EXP025909,HH025909,3965,7806,1455,1602
EXP025910,HH025910,2898,4978,3358,3727
EXP025911,HH025911,4242,2459,4722,4426
EXP025912,HH025912,2812,5808,4167,6110
EXP025913,HH025913,13721,926,4555,6035
EXP025914,HH025914,9224,314,4978,4396
EXP025915,HH025915,11988,653,3,2637
EXP025916,HH025916,13515,1608,3117,6404
EXP025917,HH025917,9754,5407,3091,3597
EXP025918,HH025918,3722,4293,4295,2771
EXP025919,HH025919,3413,6146,2680,6398
EXP025920,HH025920,3651,3571,1145,2033
EXP025921,HH025921,7304,1894,551,1648
EXP025922,HH025922,14200,3076,4870,1963
EXP025923,HH025923,4342,2559,3453,1075
EXP025924,HH025924,9971,4394,1012,2388
EXP025925,HH025925,9946,1374,3865,6208
EXP025926,HH025926,10483,5240,3698,5397
EXP025927,HH025927,12827,5117,2623,1891
EXP025928,HH025928,12515,1283,366,1762
EXP025929,HH025929,3545,4401,4991,1157
EXP025930,HH025930,13854,3761,4151,998
EXP025931,HH025931,5038,2341,3389,3194
EXP025932,HH025932,2080,455,827,6802
EXP025933,HH025933,9656,5121,1916,4278
EXP025934,HH025934,10196,4954,3060,2033
EXP025935,HH025935,8996,2936,1264,4466
EXP025936,HH025936,7012,173,4583,5064
EXP025937,HH025937,12677,4424,2259,3995
EXP025938,HH025938,14421,4506,3662,2047
EXP025939,HH025939,8276,2651,1897,2419
EXP025940,HH025940,6011,1581,2145,1705
EXP025941,HH025941,4968,996,3990,6195
EXP025942,HH025942,9447,3372,1326,6390
EXP025943,HH025943,10731,1652,4789,3487
EXP025944,HH025944,5513,5989,2455,560
EXP025945,HH025945,13739,5676,849,1574
EXP025946,HH025946,14471,375,2968,3728
EXP025947,HH025947,9749,7569,1606,2347
EXP025948,HH025948,5880,6982,2259,3550
EXP025949,HH025949,13818,6688,871,5992
EXP025950,HH025950,5335,4088,1009,1347
EXP025951,HH025951,11798,4524,3796,5004
EXP025952,HH025952,13139,4730,192,631
EXP025953,HH025953,2714,2303,3780,5218
EXP025954,HH025954,9410,5985,254,1392
EXP025955,HH025955,14256,3588,1557,1194
EXP025956,HH025956,12389,3837,2135,4963
EXP025957,HH025957,8858,6533,4941,5852
EXP025958,HH025958,11922,3344,572,2885
EXP025959,HH025959,5108,6946,526,4167
EXP025960,HH025960,11284,798,106,5015
EXP025961,HH025961,13955,3049,4378,1098
EXP025962,HH025962,14961,3735,127,6281
EXP025963,HH025963,12726,6238,4883,2083
EXP025964,HH025964,12430,7694,222,4761
EXP025965,HH025965,11796,5111,302,841
EXP025966,HH025966,12434,6433,4770,2371
EXP025967,HH025967,5254,7789,2296,596
EXP025968,HH025968,8007,200,3698,5427
EXP025969,HH025969,6389,5483,3391,6867
EXP025970,HH025970,9957,713,4366,1755
EXP025971,HH025971,3428,1551,289,5389
EXP025972,HH025972,13071,625,4267,1762
EXP025973,HH025973,12597,2925,968,5880
EXP025974,HH025974,14427,2422,2086,6551
EXP025975,HH025975,5302,6065,3276,3198
EXP025976,HH025976,12063,4516,922,3803
EXP025977,HH025977,13009,2838,4689,952
EXP025978,HH025978,10949,1248,3447,5232
EXP025979,HH025979,5609,4761,30,5402
EXP025980,HH025980,13678,955,4370,6473
EXP025981,HH025981,11443,4512,3579,2042
EXP025982,HH025982,4621,5271,2191,6435
EXP025983,HH025983,13558,3348,5,3601
EXP025984,HH025984,13931,6802,3144,2476
EXP025985,HH025985,14376,1809,812,4151
EXP025986,HH025986,14124,171,4136,3477
EXP025987,HH025987,11128,7847,907,4025
EXP025988,HH025988,10763,7948,1081,2412
EXP025989,HH025989,12644,2630,3742,4630
EXP025990,HH025990,6489,1047,260,2453
EXP025991,HH025991,11661,5647,4365,5323
EXP025992,HH025992,7014,3484,4221,929
EXP025993,HH025993,11490,6994,115,5024
EXP025994,HH025994,12458,6190,1845,2796
EXP025995,HH025995,4387,5084,2610,2125
EXP025996,HH025996,2855,1869,1056,4197
EXP025997,HH025997,9270,3783,4633,3160
EXP025998,HH025998,8842,7036,2164,4517
EXP025999,HH025999,14660,4833,1857,6568
EXP026000,HH026000,6559,5221,2555,4268
EXP026001,HH026001,4205,1851,1508,2909
EXP026002,HH026002,6614,6299,3491,1718
EXP026003,HH026003,7905,6094,4380,4487
EXP026004,HH026004,11342,4686,900,2150
EXP026005,HH026005,11492,3290,4702,2374
EXP026006,HH026006,9317,7594,4888,5628
EXP026007,HH026007,11056,5991,2721,2086
EXP026008,HH026008,4886,7938,738,4863
EXP026009,HH026009,2730,3747,2472,1840
EXP026010,HH026010,8591,660,1292,5418
EXP026011,HH026011,9209,6453,3329,4707
EXP026012,HH026012,9538,7876,1477,4081
EXP026013,HH026013,14504,1176,2543,6390
EXP026014,HH026014,8150,7752,187,5243
EXP026015,HH026015,4013,3186,2576,2266
EXP026016,HH026016,10880,1549,113,6819
EXP026017,HH026017,3749,6568,569,4099
EXP026018,HH026018,9049,989,3800,1406
EXP026019,HH026019,14155,6265,1346,1558
EXP026020,HH026020,13751,1154,4463,2761
EXP026021,HH026021,4259,4425,956,6744
EXP026022,HH026022,9101,3833,3436,1338
EXP026023,HH026023,9403,676,3514,4875
EXP026024,HH026024,2694,2192,3141,6181
EXP026025,HH026025,12564,4048,1064,6096
EXP026026,HH026026,2685,642,4256,3671
EXP026027,HH026027,2242,5420,4203,4258
EXP026028,HH026028,14115,7552,2036,6312
EXP026029,HH026029,4344,5630,4730,574
EXP026030,HH026030,12446,2726,3712,5258
EXP026031,HH026031,11065,3227,1040,3301
EXP026032,HH026032,14363,6598,3163,6070
EXP026033,HH026033,3319,7630,4025,3595
EXP026034,HH026034,13434,6212,1682,4185
EXP026035,HH026035,13276,3737,4308,5689
EXP026036,HH026036,12004,3436,3252,5031
EXP026037,HH026037,4198,7370,1801,3288
EXP026038,HH026038,13733,182,2028,6388
EXP026039,HH026039,7860,3939,2267,2822
EXP026040,HH026040,13863,6407,1918,2399
EXP026041,HH026041,12929,7537,394,1234
EXP026042,HH026042,14990,1630,75,2533
EXP026043,HH026043,14329,4847,2706,916
EXP026044,HH026044,6670,5187,169,3117
EXP026045,HH026045,9763,1338,2155,5797
EXP026046,HH026046,11112,4088,3231,6698
EXP026047,HH026047,8930,1707,2427,2104
EXP026048,HH026048,2046,5903,2878,2295
EXP026049,HH026049,5205,3935,3996,4456
EXP026050,HH026050,4829,2227,531,6067
EXP026051,HH026051,11523,2672,2480,6754
EXP026052,HH026052,6052,2502,401,6711
EXP026053,HH026053,4903,4534,812,4989
EXP026054,HH026054,3881,2409,2150,4393
EXP026055,HH026055,2795,2901,2484,538
EXP026056,HH026056,11943,4707,987,4390
EXP026057,HH026057,4760,2172,3124,6739
EXP026058,HH026058,7571,6801,3319,1826
EXP026059,HH026059,2664,6769,116,2644
EXP026060,HH026060,14385,506,693,2276
EXP026061,HH026061,8662,345,127,2119
EXP026062,HH026062,3175,4222,4764,2317
EXP026063,HH026063,10990,5477,2894,4147
EXP026064,HH026064,7516,2627,1502,4564
EXP026065,HH026065,7076,1245,384,4044
EXP026066,HH026066,7081,7063,2497,4991
EXP026067,HH026067,6548,156,4685,2838
EXP026068,HH026068,4852,3302,362,3947
EXP026069,HH026069,8002,4088,2122,926
EXP026070,HH026070,10151,6239,4067,3900
EXP026071,HH026071,4492,3331,647,876
EXP026072,HH026072,3401,1609,1839,1205
EXP026073,HH026073,10620,5555,4525,5111
EXP026074,HH026074,14120,702,178,5075
EXP026075,HH026075,5616,4088,3789,2616
EXP026076,HH026076,4416,2266,4111,5215
EXP026077,HH026077,9701,6250,570,1810
EXP026078,HH026078,10578,6408,350,4538
EXP026079,HH026079,8193,7972,534,1523
EXP026080,HH026080,14928,4636,3842,4405
EXP026081,HH026081,7221,3831,460,5955
EXP026082,HH026082,6911,4378,2453,2949
EXP026083,HH026083,10308,2534,2314,6381
EXP026084,HH026084,2375,5513,456,2442
EXP026085,HH026085,7529,7091,2793,3527
EXP026086,HH026086,4440,185,3127,6715
EXP026087,HH026087,3055,6222,1146,6163
EXP026088,HH026088,5428,7700,1450,2315
EXP026089,HH026089,14659,1144,140,3281
EXP026090,HH026090,10880,2077,3317,4919
EXP026091,HH026091,8026,6504,4615,6412
EXP026092,HH026092,2100,1643,2423,2595
EXP026093,HH026093,6102,5126,895,6874
EXP026094,HH026094,12763,6377,815,4695
EXP026095,HH026095,14466,4922,940,1066
EXP026096,HH026096,8038,7408,4824,4315
EXP026097,HH026097,4582,6848,3478,6738
EXP026098,HH026098,13049,3186,973,3038
EXP026099,HH026099,2451,6511,130,1844
EXP026100,HH026100,4486,6626,967,5043
EXP026101,HH026101,7251,7260,1428,612
EXP026102,HH026102,2583,988,4901,3063
EXP026103,HH026103,12803,1856,733,5518
EXP026104,HH026104,10645,348,4208,4259
EXP026105,HH026105,6134,4470,4502,1094
EXP026106,HH026106,2794,2294,1170,5509
EXP026107,HH026107,14857,5611,4143,2947
EXP026108,HH026108,4002,3547,3145,3267
EXP026109,HH026109,9914,2754,4879,3872
EXP026110,HH026110,4800,1926,4870,6584
EXP026111,HH026111,10256,7642,2023,3521
EXP026112,HH026112,6374,705,1827,674
EXP026113,HH026113,7541,5962,2021,3754
EXP026114,HH026114,2329,2004,4328,4060
EXP026115,HH026115,11144,4350,3643,1438
EXP026116,HH026116,4102,4394,2729,5024
EXP026117,HH026117,11769,4146,153,6131
EXP026118,HH026118,4808,7679,4140,5598
EXP026119,HH026119,9608,6220,4469,3675
EXP026120,HH026120,14575,2819,4700,1857
EXP026121,HH026121,4925,7393,3460,5652
EXP026122,HH026122,7467,5173,4323,1496
EXP026123,HH026123,5127,489,3383,2462
EXP026124,HH026124,8947,2799,2651,2120
EXP026125,HH026125,14364,3063,2767,3919
EXP026126,HH026126,2432,7444,4233,4979
EXP026127,HH026127,10947,7340,4913,3938
EXP026128,HH026128,10137,7922,4467,2114
EXP026129,HH026129,5114,3543,3001,4394
EXP026130,HH026130,4509,1392,816,4776
EXP026131,HH026131,2067,7534,2802,5313
EXP026132,HH026132,5250,187,3805,2504
EXP026133,HH026133,5699,354,279,4259
EXP026134,HH026134,6055,2020,2455,969
EXP026135,HH026135,11747,4975,2239,632
EXP026136,HH026136,9565,3462,325,2769
EXP026137,HH026137,9615,3875,3898,5230
EXP026138,HH026138,14245,2260,587,3205
EXP026139,HH026139,4494,1882,637,3344
EXP026140,HH026140,11290,6964,3024,6239
EXP026141,HH026141,13338,4771,2315,4240
EXP026142,HH026142,12716,4882,2305,4569
EXP026143,HH026143,12291,6967,1818,1934
EXP026144,HH026144,7736,6500,3703,6154
EXP026145,HH026145,14611,1867,2982,2530
EXP026146,HH026146,6635,5314,1307,5245
EXP026147,HH026147,3300,1793,3504,1484
EXP026148,HH026148,5232,261,2225,4015
EXP026149,HH026149,11496,5903,573,5284
EXP026150,HH026150,3651,7207,498,1633
EXP026151,HH026151,9252,2531,3089,2037
EXP026152,HH026152,3069,3650,286,3394
EXP026153,HH026153,14801,2439,4682,3395
EXP026154,HH026154,3832,3901,64,4698
EXP026155,HH026155,3803,1861,479,5596
EXP026156,HH026156,13331,2218,505,4162
EXP026157,HH026157,7512,1168,1443,3337
EXP026158,HH026158,9441,940,649,2266
EXP026159,HH026159,10532,3329,2395,2567
EXP026160,HH026160,10104,662,553,3144
EXP026161,HH026161,4432,1069,2165,5594
EXP026162,HH026162,12729,4793,4950,3533
EXP026163,HH026163,9559,647,1132,3004
EXP026164,HH026164,11804,5947,1266,2750
EXP026165,HH026165,14882,1321,85,2390
EXP026166,HH026166,9032,4798,3172,6811
EXP026167,HH026167,2570,3230,3661,2312
EXP026168,HH026168,7808,6671,3796,6737
EXP026169,HH026169,3287,1018,3945,1636
EXP026170,HH026170,13019,3705,417,4140
EXP026171,HH026171,6004,1644,4553,2917
EXP026172,HH026172,14175,7924,2903,6512
EXP026173,HH026173,4808,6524,3747,4278
EXP026174,HH026174,5485,7150,1783,4877
EXP026175,HH026175,10824,4582,3165,5092
EXP026176,HH026176,5560,2095,3892,5677
EXP026177,HH026177,7495,2919,3223,835
EXP026178,HH026178,12744,3322,3749,4480
EXP026179,HH026179,7801,7288,3898,6312
EXP026180,HH026180,4697,1464,543,6976
EXP026181,HH026181,4716,5004,3766,3250
EXP026182,HH026182,2342,3531,2387,995
EXP026183,HH026183,7402,5660,2473,2429
EXP026184,HH026184,7704,7697,4733,5327
EXP026185,HH026185,5367,3994,1052,6789
EXP026186,HH026186,3162,430,2896,3280
EXP026187,HH026187,2229,1778,1720,6838
EXP026188,HH026188,13014,2330,192,1187
EXP026189,HH026189,5074,4926,2252,1962
EXP026190,HH026190,8779,4179,755,578
EXP026191,HH026191,10065,415,2947,3166
EXP026192,HH026192,6515,1083,2573,992
EXP026193,HH026193,6138,758,4465,6369
EXP026194,HH026194,8995,852,484,4534
EXP026195,HH026195,2467,5080,1580,690
EXP026196,HH026196,5578,4853,677,1717
EXP026197,HH026197,3177,6905,30,4558
EXP026198,HH026198,8226,5654,32,6135
EXP026199,HH026199,9550,2530,4579,4854
EXP026200,HH026200,3986,4814,997,4762
EXP026201,HH026201,13354,6996,639,6777
EXP026202,HH026202,4573,5991,1814,4059
EXP026203,HH026203,9564,1821,2432,3316
EXP026204,HH026204,6605,5717,843,6268
EXP026205,HH026205,12504,3674,4913,4225
EXP026206,HH026206,4649,2121,590,2247
EXP026207,HH026207,11032,5885,4727,3330
EXP026208,HH026208,7078,7360,1925,5763
EXP026209,HH026209,14338,3988,3530,5529
EXP026210,HH026210,12765,7065,347,2330
EXP026211,HH026211,11888,5880,1006,3716
EXP026212,HH026212,6832,6937,3717,6595
EXP026213,HH026213,12291,4734,1485,5605
EXP026214,HH026214,3380,2540,3892,5668
EXP026215,HH026215,14287,716,2179,5783
EXP026216,HH026216,6891,7690,2323,4246
EXP026217,HH026217,6037,1721,3933,1348
EXP026218,HH026218,2804,5693,1909,733
EXP026219,HH026219,4677,1949,3399,6604
EXP026220,HH026220,10049,3777,3667,3796
EXP026221,HH026221,12359,4244,1438,2497
EXP026222,HH026222,5920,7829,2959,1227
EXP026223,HH026223,2293,12,648,5758
EXP026224,HH026224,12171,5066,3870,5540
EXP026225,HH026225,14856,6200,3667,841
EXP026226,HH026226,9101,2380,851,4016
EXP026227,HH026227,10525,763,697,5847
EXP026228,HH026228,3328,5128,691,4451
EXP026229,HH026229,5249,5974,3271,2727
EXP026230,HH026230,14993,7671,1429,6674
EXP026231,HH026231,4933,5554,4259,4790
EXP026232,HH026232,4552,5104,3894,6602
EXP026233,HH026233,5269,1994,3375,6995
EXP026234,HH026234,14091,363,4926,5494
EXP026235,HH026235,7735,2882,1266,1991
EXP026236,HH026236,6668,1658,1643,5130
EXP026237,HH026237,14995,1595,2629,841
EXP026238,HH026238,11290,844,3271,6518
EXP026239,HH026239,14626,5630,3401,5951
EXP026240,HH026240,12109,5957,2890,811
EXP026241,HH026241,12531,456,4355,2681
EXP026242,HH026242,13556,3158,2431,5081
EXP026243,HH026243,13763,6795,4003,3046
EXP026244,HH026244,5812,1232,2153,6389
EXP026245,HH026245,9672,5668,301,907
EXP026246,HH026246,5841,1576,3036,1486
EXP026247,HH026247,3839,7962,1545,565
EXP026248,HH026248,11410,505,1949,1060
EXP026249,HH026249,14837,1728,1172,3446
EXP026250,HH026250,13954,71,3181,1961
EXP026251,HH026251,7300,5157,3985,6472
EXP026252,HH026252,4059,4455,1256,6409
EXP026253,HH026253,5635,7071,3686,6372
EXP026254,HH026254,10714,4765,4296,2340
EXP026255,HH026255,4172,4117,3605,4222
EXP026256,HH026256,13572,1630,1297,4186
EXP026257,HH026257,13754,557,871,4369
EXP026258,HH026258,2713,4222,1902,5354
EXP026259,HH026259,2406,2809,3721,1653
EXP026260,HH026260,9419,2585,754,5099
EXP026261,HH026261,6935,7110,4590,6265
EXP026262,HH026262,14399,6367,4673,5429
EXP026263,HH026263,3772,564,101,3901
EXP026264,HH026264,11020,5057,4884,6068
EXP026265,HH026265,13212,4594,2455,740
EXP026266,HH026266,4194,6619,3415,4830
EXP026267,HH026267,2792,1450,861,2906
EXP026268,HH026268,6472,4736,4197,4179
EXP026269,HH026269,4990,398,4410,4750
EXP026270,HH026270,2230,4288,2018,2616
EXP026271,HH026271,9164,1227,3752,5439
EXP026272,HH026272,13321,4191,4525,2613
EXP026273,HH026273,10588,4852,4337,1383
EXP026274,HH026274,7371,7097,2827,2824
EXP026275,HH026275,10574,1867,3894,6993
EXP026276,HH026276,9304,337,4016,6232
EXP026277,HH026277,11198,4379,2808,2365
EXP026278,HH026278,2095,5256,3796,5398
EXP026279,HH026279,10498,163,1961,5662
EXP026280,HH026280,6233,2097,2113,2936
EXP026281,HH026281,6521,690,1747,4655
EXP026282,HH026282,11600,5292,3645,2265
EXP026283,HH026283,7793,4868,2018,3103
EXP026284,HH026284,10502,3474,3388,3447
EXP026285,HH026285,9818,2435,3147,5238
EXP026286,HH026286,4603,7956,1671,742
EXP026287,HH026287,14535,3888,2408,1528
EXP026288,HH026288,6207,3176,4203,1406
EXP026289,HH026289,7047,2552,2731,1740
EXP026290,HH026290,12392,6908,2827,4889
EXP026291,HH026291,10627,2840,3574,4624
EXP026292,HH026292,14744,6346,1544,1322
EXP026293,HH026293,8371,457,3304,4526
EXP026294,HH026294,3901,3752,3352,1134
EXP026295,HH026295,3942,4698,4834,1454
EXP026296,HH026296,6097,3411,3299,4341
EXP026297,HH026297,11083,6193,2189,6347
EXP026298,HH026298,12297,7222,2058,5328
EXP026299,HH026299,9759,5894,1943,1785
EXP026300,HH026300,2324,6058,208,4362
EXP026301,HH026301,12925,3407,1926,1974
EXP026302,HH026302,10712,1938,4930,2382
EXP026303,HH026303,3498,1232,2825,4989
EXP026304,HH026304,2504,4487,577,5178
EXP026305,HH026305,8274,4911,2163,1841
EXP026306,HH026306,7517,688,4649,576
EXP026307,HH026307,9754,5571,1693,5852
EXP026308,HH026308,10426,905,2193,6601
EXP026309,HH026309,3301,2069,2406,6493
EXP026310,HH026310,9053,2817,876,6921
EXP026311,HH026311,11808,3147,1219,1337
EXP026312,HH026312,5505,1364,2508,5830
EXP026313,HH026313,3223,2393,1515,3461
EXP026314,HH026314,4067,6580,2855,4477
EXP026315,HH026315,8036,3788,1758,1706
EXP026316,HH026316,11195,4189,4663,3544
EXP026317,HH026317,14188,5964,303,5323
EXP026318,HH026318,13421,4196,4240,1126
EXP026319,HH026319,3102,7676,4642,2760
EXP026320,HH026320,10693,399,2898,3414
EXP026321,HH026321,4120,4603,1385,3836
EXP026322,HH026322,8269,7280,2177,1796
EXP026323,HH026323,3125,1009,2568,5042
EXP026324,HH026324,5188,5124,2768,824
EXP026325,HH026325,5964,3059,1486,5622
EXP026326,HH026326,2002,5239,187,831
EXP026327,HH026327,4762,3554,4343,4647
EXP026328,HH026328,14445,328,4887,640
EXP026329,HH026329,11517,2266,985,3342
EXP026330,HH026330,10352,5713,4206,5982
EXP026331,HH026331,4389,5784,1083,5576
EXP026332,HH026332,13174,1003,543,6881
EXP026333,HH026333,5810,7846,1687,2449
EXP026334,HH026334,2052,4496,860,934
EXP026335,HH026335,5549,6064,571,4439
EXP026336,HH026336,2945,7411,406,5304
EXP026337,HH026337,6108,4094,1469,3838
EXP026338,HH026338,11056,1425,4611,5294
EXP026339,HH026339,14476,4273,4684,3192
EXP026340,HH026340,4747,212,1767,4821
EXP026341,HH026341,8068,5787,2293,1483
EXP026342,HH026342,13507,1569,4140,3528
EXP026343,HH026343,9096,2845,1596,5707
EXP026344,HH026344,12451,2245,3417,1930
EXP026345,HH026345,5274,3824,2202,3843
EXP026346,HH026346,3729,1636,1990,1526
EXP026347,HH026347,10492,2316,4752,2588
EXP026348,HH026348,9380,1971,4965,724
EXP026349,HH026349,12471,2544,3475,5310
EXP026350,HH026350,3492,7770,3405,2293
EXP026351,HH026351,11647,6260,164,4267
EXP026352,HH026352,3591,1059,1751,4151
EXP026353,HH026353,4374,3169,3506,5948
EXP026354,HH026354,9809,2114,3186,3507
EXP026355,HH026355,7601,3470,1681,4960
EXP026356,HH026356,8569,216,4520,3785
EXP026357,HH026357,5517,3387,1911,6865
EXP026358,HH026358,4379,3966,3581,2690
EXP026359,HH026359,11808,7190,4436,5931
EXP026360,HH026360,13246,6103,2312,6181
EXP026361,HH026361,4200,248,420,4973
EXP026362,HH026362,4168,1441,4335,6107
EXP026363,HH026363,8039,2927,3478,6799
EXP026364,HH026364,12302,3204,4817,5795
EXP026365,HH026365,3403,390,2244,4725
EXP026366,HH026366,11430,7085,1668,798
EXP026367,HH026367,8526,365,1460,6419
EXP026368,HH026368,2224,237,4580,4515
EXP026369,HH026369,10133,6110,4173,2902
EXP026370,HH026370,9556,5769,4962,4099
EXP026371,HH026371,5588,3591,4008,5936
EXP026372,HH026372,3172,385,1840,6312
EXP026373,HH026373,3795,3044,4347,6426
EXP026374,HH026374,11335,7447,736,4268
EXP026375,HH026375,2502,6899,4711,1881
EXP026376,HH026376,5826,1715,2060,5793
EXP026377,HH026377,9185,56,3133,5954
EXP026378,HH026378,6560,6213,685,5074
EXP026379,HH026379,10278,5684,4179,980
EXP026380,HH026380,8375,2764,2721,1004
EXP026381,HH026381,14106,328,835,1983
EXP026382,HH026382,7756,5080,2813,852
EXP026383,HH026383,5089,6321,1603,1257
EXP026384,HH026384,11919,3627,2523,3348
EXP026385,HH026385,8504,3718,2698,2186
EXP026386,HH026386,13510,4252,3804,1817
EXP026387,HH026387,13645,6457,4037,527
EXP026388,HH026388,12939,5795,159,4929
EXP026389,HH026389,14250,3352,2114,4563
EXP026390,HH026390,2366,6269,821,6224
EXP026391,HH026391,2045,1157,3240,4578
EXP026392,HH026392,14779,3052,1425,6595
EXP026393,HH026393,12468,7155,3783,3246
EXP026394,HH026394,7091,4485,4709,2043
EXP026395,HH026395,2810,3933,580,6449
EXP026396,HH026396,10622,1398,2964,926
EXP026397,HH026397,4250,4140,2044,2795
EXP026398,HH026398,4537,6607,1462,3176
EXP026399,HH026399,6014,5036,1162,2602
