income_id,household_id,monthly_income,income_source
INC019647,HH019647,105420,Salary
INC019648,HH019648,75656,Salary
INC019649,HH019649,79248,Business
INC019650,HH019650,111348,Agriculture
INC019651,HH019651,106254,Salary
INC019652,HH019652,95559,Salary
INC019653,HH019653,15385,Daily Wage
INC019654,HH019654,66982,Daily Wage
INC019655,HH019655,115950,Agriculture
INC019656,HH019656,61684,Agriculture
INC019657,HH019657,33241,Agriculture
INC019658,HH019658,90810,Salary
INC019659,HH019659,35351,Agriculture
INC019660,HH019660,112275,Daily Wage
INC019661,HH019661,42562,Agriculture
INC019662,HH019662,44982,Business
INC019663,HH019663,60592,Salary
INC019664,HH019664,97352,Business
INC019665,HH019665,117140,Salary
INC019666,HH019666,41776,Salary
INC019667,HH019667,86599,Agriculture
INC019668,HH019668,75754,Salary
INC019669,HH019669,76693,Business
INC019670,HH019670,71983,Agriculture
INC019671,HH019671,56553,Business
INC019672,HH019672,70237,Daily Wage
INC019673,HH019673,40817,Salary
INC019674,HH019674,85679,Daily Wage
INC019675,HH019675,42660,Agriculture
INC019676,HH019676,24581,Salary
INC019677,HH019677,11891,Salary
INC019678,HH019678,80613,Daily Wage
INC019679,HH019679,89386,Salary
INC019680,HH019680,101532,Daily Wage
INC019681,HH019681,104594,Business
INC019682,HH019682,61035,Agriculture
INC019683,HH019683,99196,Agriculture
INC019684,HH019684,80687,Daily Wage
INC019685,HH019685,64162,Business
INC019686,HH019686,20869,Daily Wage
INC019687,HH019687,41045,Daily Wage
INC019688,HH019688,56457,Agriculture
INC019689,HH019689,62705,Daily Wage
INC019690,HH019690,9140,Salary
INC019691,HH019691,100410,Daily Wage
INC019692,HH019692,104553,Agriculture
INC019693,HH019693,24244,Business
INC019694,HH019694,69070,Agriculture
INC019695,HH019695,12270,Daily Wage
INC019696,HH019696,88804,Agriculture
INC019697,HH019697,25861,Daily Wage
INC019698,HH019698,23253,Agriculture
INC019699,HH019699,104272,Business
INC019700,HH019700,15020,Business
INC019701,HH019701,26977,Daily Wage
INC019702,HH019702,94590,Daily Wage
INC019703,HH019703,59768,Daily Wage
INC019704,HH019704,111680,Business
INC019705,HH019705,28379,Business
INC019706,HH019706,97990,Agriculture
INC019707,HH019707,10784,Salary
INC019708,HH019708,41967,Salary
INC019709,HH019709,33895,Daily Wage
INC019710,HH019710,96301,Business
INC019711,HH019711,76116,Salary
INC019712,HH019712,11659,Daily Wage
INC019713,HH019713,92456,Business
INC019714,HH019714,52619,Salary
INC019715,HH019715,33019,Agriculture
INC019716,HH019716,32187,Salary
INC019717,HH019717,80006,Agriculture
INC019718,HH019718,81138,Salary
INC019719,HH019719,55657,Business
INC019720,HH019720,70197,Salary
INC019721,HH019721,81624,Agriculture
INC019722,HH019722,63989,Daily Wage
INC019723,HH019723,88092,Business
INC019724,HH019724,36915,Daily Wage
INC019725,HH019725,10206,Daily Wage
INC019726,HH019726,118339,Business
INC019727,HH019727,38008,Salary
INC019728,HH019728,100894,Agriculture
INC019729,HH019729,107191,Agriculture
INC019730,HH019730,89476,Salary
INC019731,HH019731,71288,Agriculture
INC019732,HH019732,74178,Salary
INC019733,HH019733,116759,Agriculture
INC019734,HH019734,109866,Salary
INC019735,HH019735,103270,Daily Wage
INC019736,HH019736,107641,Agriculture
INC019737,HH019737,40984,Daily Wage
INC019738,HH019738,103525,Salary
INC019739,HH019739,60619,Agriculture
INC019740,HH019740,113007,Agriculture
INC019741,HH019741,22674,Business
INC019742,HH019742,87733,Agriculture
INC019743,HH019743,16555,Daily Wage
INC019744,HH019744,38199,Salary
INC019745,HH019745,108200,Business
INC019746,HH019746,93748,Agriculture
INC019747,HH019747,28016,Agriculture
INC019748,HH019748,71036,Salary
INC019749,HH019749,91204,Agriculture
INC019750,HH019750,25671,Daily Wage
INC019751,HH019751,46941,Salary
INC019752,HH019752,16824,Business
INC019753,HH019753,30427,Agriculture
INC019754,HH019754,88674,Business
INC019755,HH019755,40730,Salary
INC019756,HH019756,37753,Business
INC019757,HH019757,95862,Daily Wage
INC019758,HH019758,16464,Daily Wage
INC019759,HH019759,73628,Salary
INC019760,HH019760,37078,Agriculture
INC019761,HH019761,57310,Agriculture
INC019762,HH019762,94254,Salary
INC019763,HH019763,43956,Salary
INC019764,HH019764,77024,Agriculture
INC019765,HH019765,101465,Salary
INC019766,HH019766,91817,Daily Wage
INC019767,HH019767,62977,Salary
INC019768,HH019768,117714,Daily Wage
INC019769,HH019769,27959,Daily Wage
INC019770,HH019770,103006,Daily Wage
INC019771,HH019771,113773,Business
INC019772,HH019772,49465,Salary
INC019773,HH019773,64842,Salary
INC019774,HH019774,16208,Business
INC019775,HH019775,64339,Agriculture
INC019776,HH019776,18807,Business
INC019777,HH019777,17460,Business
INC019778,HH019778,112740,Salary
INC019779,HH019779,31765,Business
INC019780,HH019780,36634,Agriculture
INC019781,HH019781,41167,Business
INC019782,HH019782,20348,Salary
INC019783,HH019783,107503,Business
INC019784,HH019784,55589,Agriculture
INC019785,HH019785,8017,Agriculture
INC019786,HH019786,49582,Business
INC019787,HH019787,104828,Daily Wage
INC019788,HH019788,41649,Salary
INC019789,HH019789,55348,Agriculture
INC019790,HH019790,19763,Business
INC019791,HH019791,42388,Daily Wage
INC019792,HH019792,23678,Agriculture
INC019793,HH019793,12848,Agriculture
INC019794,HH019794,70861,Business
INC019795,HH019795,74070,Salary
INC019796,HH019796,78251,Daily Wage
INC019797,HH019797,15486,Agriculture
INC019798,HH019798,81961,Agriculture
INC019799,HH019799,60813,Daily Wage
INC019800,HH019800,30049,Agriculture
INC019801,HH019801,26260,Business
INC019802,HH019802,90606,Agriculture
INC019803,HH019803,36682,Business
INC019804,HH019804,51139,Business
INC019805,HH019805,107057,Salary
INC019806,HH019806,55663,Salary
INC019807,HH019807,24170,Salary
INC019808,HH019808,59162,Daily Wage
INC019809,HH019809,107807,Daily Wage
INC019810,HH019810,119004,Agriculture
INC019811,HH019811,36241,Business
INC019812,HH019812,104972,Business
INC019813,HH019813,63691,Agriculture
INC019814,HH019814,52565,Daily Wage
INC019815,HH019815,108202,Business
INC019816,HH019816,84614,Daily Wage
INC019817,HH019817,105224,Agriculture
INC019818,HH019818,51091,Daily Wage
INC019819,HH019819,70603,Agriculture
INC019820,HH019820,32500,Salary
INC019821,HH019821,63712,Agriculture
INC019822,HH019822,70198,Agriculture
INC019823,HH019823,110207,Agriculture
INC019824,HH019824,26490,Salary
INC019825,HH019825,109801,Salary
INC019826,HH019826,69418,Business
INC019827,HH019827,13118,Daily Wage
INC019828,HH019828,58351,Agriculture
INC019829,HH019829,53198,Agriculture
INC019830,HH019830,21530,Salary
INC019831,HH019831,72716,Agriculture
INC019832,HH019832,56065,Daily Wage
INC019833,HH019833,115939,Daily Wage
INC019834,HH019834,46268,Agriculture
INC019835,HH019835,8451,Daily Wage
INC019836,HH019836,46745,Agriculture
INC019837,HH019837,47985,Business
INC019838,HH019838,16265,Agriculture
INC019839,HH019839,84247,Salary
INC019840,HH019840,88237,Agriculture
INC019841,HH019841,22064,Salary
INC019842,HH019842,79708,Agriculture
INC019843,HH019843,96811,Agriculture
INC019844,HH019844,107549,Salary
INC019845,HH019845,14065,Agriculture
INC019846,HH019846,78573,Salary
INC019847,HH019847,102326,Daily Wage
INC019848,HH019848,12067,Agriculture
INC019849,HH019849,63743,Agriculture
INC019850,HH019850,86558,Business
INC019851,HH019851,92741,Agriculture
INC019852,HH019852,18256,Daily Wage
INC019853,HH019853,117479,Salary
INC019854,HH019854,33592,Salary
INC019855,HH019855,37728,Salary
INC019856,HH019856,22252,Business
INC019857,HH019857,19061,Daily Wage
INC019858,HH019858,40413,Business
INC019859,HH019859,67167,Business
INC019860,HH019860,42897,Business
INC019861,HH019861,113139,Business
INC019862,HH019862,84131,Agriculture
INC019863,HH019863,119928,Daily Wage
INC019864,HH019864,102049,Salary
INC019865,HH019865,26356,Agriculture
INC019866,HH019866,82028,Business
INC019867,HH019867,81032,Business
INC019868,HH019868,53276,Agriculture
INC019869,HH019869,46758,Agriculture
INC019870,HH019870,57166,Agriculture
INC019871,HH019871,32942,Business
INC019872,HH019872,38531,Daily Wage
INC019873,HH019873,88533,Daily Wage
INC019874,HH019874,54194,Salary
INC019875,HH019875,38493,Business
INC019876,HH019876,115224,Salary
INC019877,HH019877,81959,Salary
INC019878,HH019878,57055,Salary
INC019879,HH019879,63920,Salary
INC019880,HH019880,27118,Business
INC019881,HH019881,16678,Business
INC019882,HH019882,77377,Business
INC019883,HH019883,102235,Salary
INC019884,HH019884,84983,Daily Wage
INC019885,HH019885,15062,Salary
INC019886,HH019886,87857,Business
INC019887,HH019887,116295,Business
INC019888,HH019888,87639,Daily Wage
INC019889,HH019889,42242,Daily Wage
INC019890,HH019890,55139,Agriculture
INC019891,HH019891,100682,Salary
INC019892,HH019892,75799,Daily Wage
INC019893,HH019893,38815,Agriculture
INC019894,HH019894,92207,Salary
INC019895,HH019895,102890,Salary
INC019896,HH019896,29014,Agriculture
INC019897,HH019897,34329,Agriculture
INC019898,HH019898,85985,Agriculture
INC019899,HH019899,116458,Business
INC019900,HH019900,74370,Salary
INC019901,HH019901,46070,Salary
INC019902,HH019902,64344,Agriculture
INC019903,HH019903,51618,Agriculture
INC019904,HH019904,9347,Salary
INC019905,HH019905,107837,Daily Wage
INC019906,HH019906,20840,Salary
INC019907,HH019907,25848,Daily Wage
INC019908,HH019908,67035,Salary
INC019909,HH019909,112009,Daily Wage
INC019910,HH019910,87631,Salary
INC019911,HH019911,39776,Agriculture
INC019912,HH019912,35073,Business
INC019913,HH019913,77360,Agriculture
INC019914,HH019914,12946,Agriculture
INC019915,HH019915,61359,Daily Wage
INC019916,HH019916,52554,Daily Wage
INC019917,HH019917,76273,Agriculture
INC019918,HH019918,53248,Salary
INC019919,HH019919,51545,Business
INC019920,HH019920,87401,Agriculture
INC019921,HH019921,38960,Business
INC019922,HH019922,61592,Business
INC019923,HH019923,38354,Salary
INC019924,HH019924,101644,Business
INC019925,HH019925,43134,Salary
INC019926,HH019926,86583,Business
INC019927,HH019927,97869,Salary
INC019928,HH019928,83196,Salary
INC019929,HH019929,46127,Agriculture
INC019930,HH019930,16725,Agriculture
INC019931,HH019931,53485,Daily Wage
INC019932,HH019932,79526,Salary
INC019933,HH019933,94181,Business
INC019934,HH019934,117630,Agriculture
INC019935,HH019935,104833,Salary
INC019936,HH019936,13267,Agriculture
INC019937,HH019937,71619,Agriculture
INC019938,HH019938,68897,Daily Wage
INC019939,HH019939,16817,Agriculture
INC019940,HH019940,116960,Daily Wage
INC019941,HH019941,94061,Agriculture
INC019942,HH019942,75463,Daily Wage
INC019943,HH019943,115762,Agriculture
INC019944,HH019944,106579,Salary
INC019945,HH019945,45478,Agriculture
INC019946,HH019946,92735,Salary
INC019947,HH019947,28894,Agriculture
INC019948,HH019948,26097,Agriculture
INC019949,HH019949,53331,Daily Wage
INC019950,HH019950,26984,Daily Wage
INC019951,HH019951,99831,Salary
INC019952,HH019952,43519,Agriculture
INC019953,HH019953,99688,Salary
INC019954,HH019954,22712,Daily Wage
INC019955,HH019955,108667,Agriculture
INC019956,HH019956,60957,Salary
INC019957,HH019957,18411,Agriculture
INC019958,HH019958,70184,Business
INC019959,HH019959,35831,Daily Wage
INC019960,HH019960,47379,Business
INC019961,HH019961,65568,Salary
INC019962,HH019962,101499,Daily Wage
INC019963,HH019963,10052,Agriculture
INC019964,HH019964,104060,Daily Wage
INC019965,HH019965,22379,Business
INC019966,HH019966,118271,Daily Wage
INC019967,HH019967,60584,Agriculture
INC019968,HH019968,99289,Agriculture
INC019969,HH019969,68196,Agriculture
INC019970,HH019970,58557,Business
INC019971,HH019971,31319,Daily Wage
INC019972,HH019972,37429,Salary
INC019973,HH019973,28195,Agriculture
INC019974,HH019974,35066,Daily Wage
INC019975,HH019975,94726,Salary
INC019976,HH019976,53766,Daily Wage
INC019977,HH019977,47639,Agriculture
INC019978,HH019978,10774,Agriculture
INC019979,HH019979,54096,Daily Wage
INC019980,HH019980,93909,Business
INC019981,HH019981,114245,Agriculture
INC019982,HH019982,74607,Daily Wage
INC019983,HH019983,48671,Daily Wage
INC019984,HH019984,15893,Business
INC019985,HH019985,76881,Salary
INC019986,HH019986,118797,Agriculture
INC019987,HH019987,115466,Business
INC019988,HH019988,27051,Salary
INC019989,HH019989,90981,Salary
INC019990,HH019990,35346,Business
INC019991,HH019991,78290,Salary
INC019992,HH019992,29693,Agriculture
INC019993,HH019993,9392,Business
INC019994,HH019994,85021,Salary
INC019995,HH019995,57337,Salary
INC019996,HH019996,19335,Daily Wage
INC019997,HH019997,64342,Salary
INC019998,HH019998,80731,Salary
INC019999,HH019999,99688,Daily Wage
INC020000,HH020000,22084,Salary
INC020001,HH020001,35958,Business
INC020002,HH020002,11384,Daily Wage
INC020003,HH020003,50583,Daily Wage
INC020004,HH020004,73190,Agriculture
INC020005,HH020005,89741,Salary
INC020006,HH020006,59324,Salary
INC020007,HH020007,44108,Agriculture
INC020008,HH020008,110685,Daily Wage
INC020009,HH020009,67512,Daily Wage
INC020010,HH020010,105002,Business
INC020011,HH020011,42850,Salary
INC020012,HH020012,86278,Business
INC020013,HH020013,44984,Salary
INC020014,HH020014,82564,Salary
INC020015,HH020015,28314,Daily Wage
INC020016,HH020016,73516,Daily Wage
INC020017,HH020017,35662,Business
INC020018,HH020018,52780,Salary
INC020019,HH020019,102593,Salary
INC020020,HH020020,61767,Daily Wage
INC020021,HH020021,10758,Salary
INC020022,HH020022,63624,Daily Wage
INC020023,HH020023,29008,Business
INC020024,HH020024,66203,Daily Wage
INC020025,HH020025,66345,Daily Wage
INC020026,HH020026,65736,Daily Wage
INC020027,HH020027,18174,Agriculture
INC020028,HH020028,35631,Business
INC020029,HH020029,59077,Salary
INC020030,HH020030,86324,Daily Wage
INC020031,HH020031,84113,Salary
INC020032,HH020032,93117,Daily Wage
INC020033,HH020033,96645,Agriculture
INC020034,HH020034,83707,Salary
INC020035,HH020035,84556,Salary
INC020036,HH020036,113014,Business
INC020037,HH020037,8340,Business
INC020038,HH020038,64296,Daily Wage
INC020039,HH020039,31574,Business
INC020040,HH020040,109896,Business
INC020041,HH020041,12595,Agriculture
INC020042,HH020042,91990,Salary
INC020043,HH020043,60433,Agriculture
INC020044,HH020044,13379,Daily Wage
INC020045,HH020045,36017,Business
INC020046,HH020046,39544,Daily Wage
INC020047,HH020047,50133,Salary
INC020048,HH020048,80177,Business
INC020049,HH020049,56591,Agriculture
INC020050,HH020050,36286,Business
INC020051,HH020051,96860,Daily Wage
INC020052,HH020052,74261,Business
INC020053,HH020053,28139,Business
INC020054,HH020054,97791,Salary
INC020055,HH020055,24881,Business
INC020056,HH020056,66121,Business
INC020057,HH020057,102345,Business
INC020058,HH020058,66505,Business
INC020059,HH020059,110604,Salary
INC020060,HH020060,89714,Agriculture
INC020061,HH020061,87232,Daily Wage
INC020062,HH020062,47940,Daily Wage
INC020063,HH020063,115440,Agriculture
INC020064,HH020064,19742,Daily Wage
INC020065,HH020065,65156,Salary
INC020066,HH020066,101930,Daily Wage
INC020067,HH020067,51417,Agriculture
INC020068,HH020068,40064,Agriculture
INC020069,HH020069,57341,Salary
INC020070,HH020070,41698,Business
INC020071,HH020071,62643,Agriculture
INC020072,HH020072,25858,Salary
INC020073,HH020073,37505,Business
INC020074,HH020074,104334,Daily Wage
INC020075,HH020075,110406,Salary
INC020076,HH020076,61850,Business
INC020077,HH020077,47468,Business
INC020078,HH020078,111571,Daily Wage
INC020079,HH020079,96356,Daily Wage
INC020080,HH020080,20264,Agriculture
INC020081,HH020081,15475,Daily Wage
INC020082,HH020082,65601,Salary
INC020083,HH020083,116035,Salary
INC020084,HH020084,61038,Business
INC020085,HH020085,76723,Agriculture
INC020086,HH020086,26368,Agriculture
INC020087,HH020087,58544,Daily Wage
INC020088,HH020088,69939,Daily Wage
INC020089,HH020089,50136,Daily Wage
INC020090,HH020090,57931,Business
INC020091,HH020091,119205,Salary
INC020092,HH020092,67965,Daily Wage
INC020093,HH020093,27935,Agriculture
INC020094,HH020094,48676,Daily Wage
INC020095,HH020095,82468,Daily Wage
INC020096,HH020096,73676,Daily Wage
INC020097,HH020097,28572,Business
INC020098,HH020098,75298,Agriculture
INC020099,HH020099,67473,Daily Wage
INC020100,HH020100,19363,Business
INC020101,HH020101,35566,Agriculture
INC020102,HH020102,55942,Business
INC020103,HH020103,12814,Salary
INC020104,HH020104,35125,Salary
INC020105,HH020105,74203,Agriculture
INC020106,HH020106,51027,Business
INC020107,HH020107,27117,Business
INC020108,HH020108,40763,Daily Wage
INC020109,HH020109,62517,Agriculture
INC020110,HH020110,84243,Business
INC020111,HH020111,16723,Salary
INC020112,HH020112,56846,Salary
INC020113,HH020113,90902,Daily Wage
INC020114,HH020114,14602,Daily Wage
INC020115,HH020115,79765,Business
INC020116,HH020116,44292,Daily Wage
INC020117,HH020117,39315,Daily Wage
INC020118,HH020118,30469,Business
INC020119,HH020119,17492,Salary
INC020120,HH020120,87801,Daily Wage
INC020121,HH020121,12338,Daily Wage
INC020122,HH020122,30700,Business
INC020123,HH020123,20776,Daily Wage
INC020124,HH020124,56202,Business
INC020125,HH020125,84509,Salary
INC020126,HH020126,45389,Business
INC020127,HH020127,109169,Agriculture
INC020128,HH020128,24777,Business
INC020129,HH020129,28008,Daily Wage
INC020130,HH020130,71225,Business
INC020131,HH020131,19372,Agriculture
INC020132,HH020132,57799,Business
INC020133,HH020133,86340,Salary
INC020134,HH020134,43368,Salary
INC020135,HH020135,49566,Business
INC020136,HH020136,60637,Salary
INC020137,HH020137,60626,Agriculture
INC020138,HH020138,62914,Salary
INC020139,HH020139,17124,Business
INC020140,HH020140,10349,Agriculture
INC020141,HH020141,38509,Agriculture
INC020142,HH020142,85581,Agriculture
INC020143,HH020143,42928,Agriculture
INC020144,HH020144,51583,Agriculture
INC020145,HH020145,104977,Daily Wage
INC020146,HH020146,116576,Business
INC020147,HH020147,113843,Salary
INC020148,HH020148,47240,Business
INC020149,HH020149,13636,Salary
INC020150,HH020150,58835,Business
INC020151,HH020151,25368,Agriculture
INC020152,HH020152,92971,Daily Wage
INC020153,HH020153,64234,Daily Wage
INC020154,HH020154,66894,Salary
INC020155,HH020155,39421,Salary
INC020156,HH020156,36691,Daily Wage
INC020157,HH020157,43337,Agriculture
INC020158,HH020158,47329,Daily Wage
INC020159,HH020159,71872,Agriculture
INC020160,HH020160,104481,Business
INC020161,HH020161,52698,Salary
INC020162,HH020162,9204,Salary
INC020163,HH020163,84516,Salary
INC020164,HH020164,83197,Salary
INC020165,HH020165,69858,Daily Wage
INC020166,HH020166,46178,Business
INC020167,HH020167,29255,Daily Wage
INC020168,HH020168,69559,Salary
INC020169,HH020169,81341,Daily Wage
INC020170,HH020170,119781,Salary
INC020171,HH020171,85973,Business
INC020172,HH020172,100212,Agriculture
INC020173,HH020173,11954,Agriculture
INC020174,HH020174,49746,Business
INC020175,HH020175,88457,Agriculture
INC020176,HH020176,19092,Daily Wage
INC020177,HH020177,67747,Salary
INC020178,HH020178,78508,Agriculture
INC020179,HH020179,22009,Agriculture
INC020180,HH020180,57926,Business
INC020181,HH020181,93441,Salary
INC020182,HH020182,76268,Agriculture
INC020183,HH020183,28492,Daily Wage
INC020184,HH020184,64719,Business
INC020185,HH020185,14506,Business
INC020186,HH020186,85405,Salary
INC020187,HH020187,50371,Agriculture
INC020188,HH020188,59494,Daily Wage
INC020189,HH020189,67100,Agriculture
INC020190,HH020190,93184,Daily Wage
INC020191,HH020191,28472,Agriculture
INC020192,HH020192,98377,Agriculture
INC020193,HH020193,12155,Daily Wage
INC020194,HH020194,35190,Business
INC020195,HH020195,88392,Agriculture
INC020196,HH020196,53505,Business
INC020197,HH020197,68853,Business
INC020198,HH020198,90368,Salary
INC020199,HH020199,68722,Salary
INC020200,HH020200,88871,Daily Wage
INC020201,HH020201,101570,Agriculture
INC020202,HH020202,104423,Salary
INC020203,HH020203,104735,Agriculture
INC020204,HH020204,42078,Daily Wage
INC020205,HH020205,88747,Daily Wage
INC020206,HH020206,33589,Agriculture
INC020207,HH020207,47547,Salary
INC020208,HH020208,110279,Business
INC020209,HH020209,69219,Salary
INC020210,HH020210,15409,Salary
INC020211,HH020211,54081,Salary
INC020212,HH020212,10772,Salary
INC020213,HH020213,41648,Agriculture
INC020214,HH020214,78277,Salary
INC020215,HH020215,22576,Salary
INC020216,HH020216,98231,Salary
INC020217,HH020217,63420,Salary
INC020218,HH020218,38119,Daily Wage
INC020219,HH020219,117394,Salary
INC020220,HH020220,54239,Agriculture
INC020221,HH020221,36449,Daily Wage
INC020222,HH020222,109230,Business
INC020223,HH020223,56994,Business
INC020224,HH020224,82103,Business
INC020225,HH020225,118539,Salary
INC020226,HH020226,77802,Salary
INC020227,HH020227,77035,Agriculture
INC020228,HH020228,42856,Business
INC020229,HH020229,30744,Salary
INC020230,HH020230,34589,Salary
INC020231,HH020231,11754,Daily Wage
INC020232,HH020232,93311,Agriculture
INC020233,HH020233,76478,Daily Wage
INC020234,HH020234,23087,Agriculture
INC020235,HH020235,56318,Salary
INC020236,HH020236,70599,Business
INC020237,HH020237,29243,Agriculture
INC020238,HH020238,75073,Daily Wage
INC020239,HH020239,42108,Business
INC020240,HH020240,22638,Business
INC020241,HH020241,34345,Business
INC020242,HH020242,65586,Daily Wage
INC020243,HH020243,87685,Agriculture
INC020244,HH020244,44786,Salary
INC020245,HH020245,60234,Daily Wage
INC020246,HH020246,51042,Business
INC020247,HH020247,54947,Agriculture
INC020248,HH020248,105494,Agriculture
INC020249,HH020249,105889,Salary
INC020250,HH020250,53565,Daily Wage
INC020251,HH020251,45983,Salary
INC020252,HH020252,73011,Salary
INC020253,HH020253,82507,Agriculture
INC020254,HH020254,111370,Salary
INC020255,HH020255,38309,Agriculture
INC020256,HH020256,12882,Daily Wage
INC020257,HH020257,106530,Business
INC020258,HH020258,93842,Daily Wage
INC020259,HH020259,46136,Daily Wage
INC020260,HH020260,52860,Salary
INC020261,HH020261,53856,Agriculture
INC020262,HH020262,41865,Salary
INC020263,HH020263,119273,Business
INC020264,HH020264,60692,Business
INC020265,HH020265,38859,Salary
INC020266,HH020266,63146,Agriculture
INC020267,HH020267,96733,Business
INC020268,HH020268,20360,Salary
INC020269,HH020269,79586,Salary
INC020270,HH020270,49716,Daily Wage
INC020271,HH020271,11354,Daily Wage
INC020272,HH020272,82472,Salary
INC020273,HH020273,77701,Agriculture
INC020274,HH020274,22635,Salary
INC020275,HH020275,20846,Daily Wage
INC020276,HH020276,28142,Salary
INC020277,HH020277,111255,Daily Wage
INC020278,HH020278,76089,Business
INC020279,HH020279,42999,Daily Wage
INC020280,HH020280,40511,Daily Wage
INC020281,HH020281,89641,Daily Wage
INC020282,HH020282,112878,Salary
INC020283,HH020283,101833,Agriculture
INC020284,HH020284,28352,Salary
INC020285,HH020285,46160,Agriculture
INC020286,HH020286,48847,Daily Wage
INC020287,HH020287,39878,Business
INC020288,HH020288,79412,Business
INC020289,HH020289,112804,Daily Wage
INC020290,HH020290,85975,Daily Wage
INC020291,HH020291,95876,Daily Wage
INC020292,HH020292,56198,Business
INC020293,HH020293,56766,Salary
INC020294,HH020294,25715,Agriculture
INC020295,HH020295,34678,Business
INC020296,HH020296,24421,Salary
INC020297,HH020297,92052,Business
INC020298,HH020298,28359,Agriculture
INC020299,HH020299,73447,Daily Wage
INC020300,HH020300,103787,Daily Wage
INC020301,HH020301,14053,Salary
INC020302,HH020302,83741,Agriculture
INC020303,HH020303,101707,Daily Wage
INC020304,HH020304,61298,Agriculture
INC020305,HH020305,69696,Salary
INC020306,HH020306,100692,Business
INC020307,HH020307,108166,Business
INC020308,HH020308,76905,Salary
INC020309,HH020309,21375,Business
INC020310,HH020310,40032,Agriculture
INC020311,HH020311,115933,Daily Wage
INC020312,HH020312,14250,Daily Wage
INC020313,HH020313,50257,Salary
INC020314,HH020314,90808,Salary
INC020315,HH020315,112911,Business
INC020316,HH020316,69241,Business
INC020317,HH020317,97849,Daily Wage
INC020318,HH020318,114198,Salary
INC020319,HH020319,110978,Salary
INC020320,HH020320,118323,Business
INC020321,HH020321,21033,Business
INC020322,HH020322,47230,Agriculture
INC020323,HH020323,28656,Salary
INC020324,HH020324,56061,Daily Wage
INC020325,HH020325,13639,Daily Wage
INC020326,HH020326,64941,Agriculture
INC020327,HH020327,76090,Salary
INC020328,HH020328,37749,Business
INC020329,HH020329,28017,Salary
INC020330,HH020330,55265,Daily Wage
INC020331,HH020331,119415,Agriculture
INC020332,HH020332,86144,Agriculture
INC020333,HH020333,32388,Salary
INC020334,HH020334,52796,Salary
INC020335,HH020335,18016,Business
INC020336,HH020336,15634,Business
INC020337,HH020337,98040,Daily Wage
INC020338,HH020338,13167,Agriculture
INC020339,HH020339,51591,Business
INC020340,HH020340,88211,Salary
INC020341,HH020341,58935,Daily Wage
INC020342,HH020342,84602,Daily Wage
INC020343,HH020343,20498,Daily Wage
INC020344,HH020344,41678,Agriculture
INC020345,HH020345,64304,Salary
INC020346,HH020346,114964,Daily Wage
INC020347,HH020347,95660,Salary
INC020348,HH020348,113584,Salary
INC020349,HH020349,58357,Business
INC020350,HH020350,42035,Daily Wage
INC020351,HH020351,54713,Business
INC020352,HH020352,38150,Daily Wage
INC020353,HH020353,29458,Daily Wage
INC020354,HH020354,97928,Business
INC020355,HH020355,86043,Business
INC020356,HH020356,111152,Agriculture
INC020357,HH020357,37121,Daily Wage
INC020358,HH020358,112860,Business
INC020359,HH020359,61954,Agriculture
INC020360,HH020360,87511,Business
INC020361,HH020361,84546,Daily Wage
INC020362,HH020362,93732,Salary
INC020363,HH020363,58224,Salary
INC020364,HH020364,115985,Salary
INC020365,HH020365,38127,Agriculture
INC020366,HH020366,115147,Agriculture
INC020367,HH020367,98986,Business
INC020368,HH020368,9130,Salary
INC020369,HH020369,48350,Salary
INC020370,HH020370,29425,Salary
INC020371,HH020371,24397,Agriculture
INC020372,HH020372,61209,Business
INC020373,HH020373,95224,Salary
INC020374,HH020374,61889,Business
INC020375,HH020375,72649,Salary
INC020376,HH020376,50625,Agriculture
INC020377,HH020377,58460,Agriculture
INC020378,HH020378,21436,Daily Wage
INC020379,HH020379,12590,Agriculture
INC020380,HH020380,32830,Daily Wage
INC020381,HH020381,58343,Salary
INC020382,HH020382,35253,Agriculture
INC020383,HH020383,69713,Daily Wage
INC020384,HH020384,30876,Daily Wage
INC020385,HH020385,27892,Business
INC020386,HH020386,59535,Business
INC020387,HH020387,45478,Salary
INC020388,HH020388,119653,Agriculture
INC020389,HH020389,87488,Agriculture
INC020390,HH020390,10313,Salary
INC020391,HH020391,37738,Salary
INC020392,HH020392,25501,Salary
INC020393,HH020393,86340,Business
INC020394,HH020394,57391,Daily Wage
INC020395,HH020395,50073,Business
INC020396,HH020396,10752,Salary
INC020397,HH020397,59152,Daily Wage
INC020398,HH020398,53144,Agriculture
INC020399,HH020399,17361,Business
INC020400,HH020400,50607,Daily Wage
INC020401,HH020401,38749,Business
INC020402,HH020402,104845,Agriculture
INC020403,HH020403,54079,Daily Wage
INC020404,HH020404,28716,Salary
INC020405,HH020405,30830,Agriculture
INC020406,HH020406,99839,Daily Wage
INC020407,HH020407,32653,Salary
INC020408,HH020408,9617,Business
INC020409,HH020409,24264,Business
INC020410,HH020410,84269,Business
INC020411,HH020411,47738,Business
INC020412,HH020412,63173,Daily Wage
INC020413,HH020413,76217,Daily Wage
INC020414,HH020414,38176,Agriculture
INC020415,HH020415,98115,Salary
INC020416,HH020416,87277,Agriculture
INC020417,HH020417,31397,Salary
INC020418,HH020418,89893,Salary
INC020419,HH020419,102951,Salary
INC020420,HH020420,103352,Business
INC020421,HH020421,92341,Salary
INC020422,HH020422,16191,Salary
